referencia,ano,mes,regiao,estado,gasolina_comum_preco_revenda_avg,gasolina_comum_preco_revenda_min,gasolina_comum_preco_revenda_max,gasolina_aditivada_preco_revenda_avg,gasolina_aditivada_preco_revenda_min,gasolina_aditivada_preco_revenda_max,etanol_hidratado_preco_revenda_avg,etanol_hidratado_preco_revenda_min,etanol_hidratado_preco_revenda_max,oleo_diesel_preco_revenda_avg,oleo_diesel_preco_revenda_min,oleo_diesel_preco_revenda_max,oleo_diesel_s10_preco_revenda_avg,oleo_diesel_s10_preco_revenda_min,oleo_diesel_s10_preco_revenda_max,gas_cozinha_glp_preco_revenda_avg,gas_cozinha_glp_preco_revenda_min,gas_cozinha_glp_preco_revenda_max,gas_natural_veicular_gnv_preco_revenda_avg,gas_natural_veicular_gnv_preco_revenda_min,gas_natural_veicular_gnv_preco_revenda_max
2013-03,2013,03,CENTRO OESTE,MATO GROSSO DO SUL,3.017,2.799,3.26,,,,2.223,2.009,2.699,2.46,2.279,2.65,2.589,2.429,2.83,47.535,40.0,56.0,1.954,1.899,1.969
2013-03,2013,03,SUDESTE,MINAS GERAIS,2.916,2.5,3.553,,,,2.165,1.875,2.499,2.317,2.029,2.599,2.448,2.249,2.75,43.072,30.0,54.0,1.755,1.549,2.099
2013-03,2013,03,NORTE,PARA,2.974,2.62,3.58,,,,2.49,2.05,3.0,2.45,2.15,2.78,2.409,2.169,3.0,42.347,35.0,59.0,,,
2013-03,2013,03,NORDESTE,PARAIBA,2.739,2.49,2.9,,,,2.209,1.99,2.399,2.215,1.98,2.41,2.353,2.24,2.49,35.26,31.0,39.0,1.762,1.67,1.85
2013-03,2013,03,SUL,PARANA,2.904,2.69,3.439,,,,2.066,1.789,2.444,2.238,1.99,2.805,2.312,2.135,2.56,40.325,29.9,50.0,1.712,1.49,2.099
2013-03,2013,03,NORDESTE,PERNAMBUCO,2.844,2.54,3.189,,,,2.256,2.029,2.65,2.247,2.08,2.4,2.299,2.12,2.509,37.021,30.0,43.0,1.805,1.79,1.87
2013-03,2013,03,NORDESTE,PIAUI,2.735,2.63,2.98,,,,2.383,2.25,2.68,2.281,2.1,2.48,2.366,2.22,2.469,40.871,34.99,48.0,,,
2013-03,2013,03,SUDESTE,RIO DE JANEIRO,3.012,2.74,3.939,,,,2.307,1.89,2.86,2.259,1.959,2.599,2.424,2.129,2.649,38.264,28.9,46.0,1.675,1.399,2.199
2013-03,2013,03,NORDESTE,RIO GRANDE DO NORTE,2.905,2.75,2.999,,,,2.412,2.2,2.599,2.253,2.1,2.4,2.409,2.25,2.549,39.407,35.0,48.0,1.903,1.86,2.069
2013-03,2013,03,SUL,RIO GRANDE DO SUL,2.904,2.649,3.49,,,,2.455,2.19,2.96,2.319,2.089,2.61,2.448,2.259,2.81,42.252,31.0,50.0,1.989,1.919,2.339
2013-03,2013,03,NORTE,RONDONIA,3.047,2.89,3.35,,,,2.421,2.22,2.79,2.437,2.3,2.75,2.602,2.5,2.88,40.426,37.0,46.0,,,
2013-03,2013,03,NORTE,RORAIMA,3.015,2.99,3.39,,,,2.586,2.55,2.66,2.615,2.53,2.95,2.668,2.58,2.7,46.797,42.0,49.0,,,
2013-03,2013,03,SUL,SANTA CATARINA,2.9,2.509,3.188,,,,2.477,2.099,2.758,2.312,1.949,2.63,2.446,2.059,2.615,42.581,34.0,50.0,1.998,1.86,2.309
2013-03,2013,03,SUDESTE,SAO PAULO,2.773,2.44,3.399,,,,1.949,1.58,2.399,2.255,1.949,2.599,2.39,2.029,2.799,40.636,26.0,51.0,1.624,1.399,2.599
2013-03,2013,03,NORDESTE,SERGIPE,2.935,2.799,3.059,,,,2.448,2.249,2.689,2.309,2.039,2.499,2.43,2.199,2.599,38.3,33.0,45.0,1.877,1.79,2.369
2013-03,2013,03,NORTE,TOCANTINS,3.076,2.92,3.12,,,,2.232,1.999,2.499,2.22,2.09,2.42,2.346,2.22,2.5,44.368,42.0,46.0,,,
2013-04,2013,04,NORTE,ACRE,3.258,3.14,3.64,,,,2.641,2.51,3.15,2.825,2.65,3.02,2.813,2.739,3.1,47.285,44.0,55.0,,,
2013-04,2013,04,NORDESTE,ALAGOAS,2.893,2.669,3.09,,,,2.421,2.249,2.699,2.291,2.04,2.42,2.416,2.26,2.499,39.033,33.0,40.0,1.975,1.958,2.09
2013-04,2013,04,NORTE,AMAPA,2.884,2.76,3.33,,,,2.415,2.18,2.65,2.36,2.21,2.89,2.823,2.59,2.89,44.914,40.0,62.0,,,
2013-04,2013,04,NORTE,AMAZONAS,2.994,2.77,3.58,,,,2.461,2.29,2.95,2.383,2.19,2.88,2.475,2.38,2.7,42.172,34.0,48.0,1.95,1.95,1.95
2013-04,2013,04,NORDESTE,BAHIA,2.961,2.52,3.349,,,,2.289,1.94,2.75,2.299,2.03,2.649,2.418,2.169,2.8,37.631,27.0,46.0,1.741,1.59,2.111
2013-04,2013,04,NORDESTE,CEARA,2.841,2.599,3.16,,,,2.348,2.189,2.65,2.375,2.2,2.499,2.339,2.189,2.659,40.708,33.0,48.0,1.888,1.85,1.899
2013-04,2013,04,CENTRO OESTE,DISTRITO FEDERAL,2.989,2.9,2.999,,,,2.272,2.23,2.39,2.418,2.35,2.429,2.63,2.6,2.649,41.011,36.0,48.0,,,
2013-04,2013,04,SUDESTE,ESPIRITO SANTO,2.932,2.39,3.16,,,,2.551,2.25,2.79,2.339,2.16,2.59,2.496,2.35,2.63,37.121,33.0,43.0,1.949,1.77,2.49
2013-04,2013,04,CENTRO OESTE,GOIAS,2.9,2.67,3.29,,,,2.013,1.79,2.31,2.316,2.139,2.499,2.526,2.31,2.69,40.79,36.0,48.0,2.19,2.19,2.19
2013-04,2013,04,NORDESTE,MARANHAO,2.841,2.599,3.25,,,,2.402,2.05,2.799,2.26,2.01,2.5,2.372,2.259,2.499,46.654,37.0,52.0,,,
2013-04,2013,04,CENTRO OESTE,MATO GROSSO,3.027,2.69,3.41,,,,1.993,1.69,2.33,2.576,2.33,2.95,2.726,2.52,3.05,50.061,43.0,59.0,2.0,1.97,2.07
2013-04,2013,04,CENTRO OESTE,MATO GROSSO DO SUL,3.019,2.799,3.26,,,,2.235,2.009,2.699,2.491,2.259,2.71,2.637,2.54,2.92,48.107,38.0,56.0,1.948,1.899,1.969
2013-04,2013,04,SUDESTE,MINAS GERAIS,2.912,2.646,3.199,,,,2.189,1.859,2.499,2.348,2.04,2.635,2.489,2.249,2.75,43.485,30.0,53.0,1.799,1.549,2.099
2013-04,2013,04,NORTE,PARA,2.979,2.719,3.63,,,,2.548,2.09,3.16,2.472,2.15,2.78,2.458,2.28,2.969,42.352,35.0,53.0,,,
2013-04,2013,04,NORDESTE,PARAIBA,2.786,2.49,2.91,,,,2.24,1.98,2.48,2.256,1.98,2.49,2.391,2.24,2.49,35.18,31.0,39.0,1.799,1.759,1.85
2013-04,2013,04,SUL,PARANA,2.873,2.579,3.199,,,,2.056,1.839,2.3,2.267,2.029,2.479,2.375,2.199,2.56,39.918,29.9,50.0,1.769,1.49,2.19
2013-04,2013,04,NORDESTE,PERNAMBUCO,2.829,2.57,3.189,,,,2.281,2.05,2.68,2.275,2.09,2.559,2.337,2.15,2.5,37.375,30.0,43.0,1.863,1.75,1.879
2013-04,2013,04,NORDESTE,PIAUI,2.732,2.59,2.98,,,,2.41,2.25,2.68,2.313,2.18,2.48,2.396,2.22,2.499,41.112,38.0,47.0,,,
2013-04,2013,04,SUDESTE,RIO DE JANEIRO,3.015,2.74,3.939,,,,2.328,1.89,2.999,2.284,1.899,2.599,2.462,2.179,2.699,38.584,28.9,46.0,1.679,1.399,2.199
2013-04,2013,04,NORDESTE,RIO GRANDE DO NORTE,2.898,2.77,2.99,,,,2.425,2.25,2.599,2.262,2.16,2.54,2.439,2.3,2.64,39.514,35.0,45.0,1.912,1.86,2.069
2013-04,2013,04,SUL,RIO GRANDE DO SUL,2.881,2.569,3.24,,,,2.488,2.19,2.898,2.35,2.1,2.61,2.504,2.29,2.81,41.956,31.0,50.0,1.989,1.89,2.339
2013-04,2013,04,NORTE,RONDONIA,3.052,2.89,3.3,,,,2.46,2.27,2.79,2.489,2.28,2.75,2.666,2.5,2.88,44.053,37.0,52.0,,,
2013-04,2013,04,NORTE,RORAIMA,3.016,2.99,3.39,,,,2.621,2.5,2.8,2.638,2.55,2.95,2.694,2.69,2.7,46.742,42.0,49.0,,,
2013-04,2013,04,SUL,SANTA CATARINA,2.845,2.477,3.188,,,,2.485,2.23,2.758,2.338,1.949,2.63,2.481,2.24,2.689,42.643,36.0,50.0,1.992,1.86,2.309
2013-04,2013,04,SUDESTE,SAO PAULO,2.768,2.399,3.499,,,,1.951,1.58,2.699,2.284,1.949,2.799,2.425,2.199,2.899,40.641,27.9,50.0,1.624,1.399,2.599
2013-04,2013,04,NORDESTE,SERGIPE,2.92,2.829,3.06,,,,2.479,2.249,2.689,2.355,2.164,2.519,2.463,2.319,2.599,38.115,34.0,42.0,1.885,1.82,2.409
2013-04,2013,04,NORTE,TOCANTINS,3.056,2.86,3.12,,,,2.277,2.09,2.68,2.268,2.12,2.459,2.397,2.23,2.559,44.5,42.0,50.0,,,
2013-05,2013,05,NORTE,ACRE,3.254,3.149,3.64,,,,2.643,2.51,3.12,2.827,2.649,3.06,2.807,2.73,3.1,47.62,44.0,55.0,,,
2013-05,2013,05,NORDESTE,ALAGOAS,2.887,2.569,3.09,,,,2.442,2.269,2.699,2.293,2.1,2.49,2.425,2.28,2.589,38.605,33.0,40.0,1.975,1.958,2.149
2013-05,2013,05,NORTE,AMAPA,2.873,2.58,3.33,,,,2.475,2.18,2.65,2.353,2.16,2.72,2.834,2.76,2.89,47.223,42.0,62.0,,,
2013-05,2013,05,NORTE,AMAZONAS,2.991,2.76,3.58,,,,2.498,2.32,2.95,2.381,2.19,2.75,2.479,2.38,2.7,42.032,34.0,48.0,1.95,1.95,1.95
2013-05,2013,05,NORDESTE,BAHIA,2.927,2.489,3.349,,,,2.289,1.94,2.75,2.294,2.028,2.649,2.431,2.269,2.95,37.661,27.0,46.0,1.747,1.59,2.111
2013-05,2013,05,NORDESTE,CEARA,2.79,2.51,3.16,,,,2.352,2.22,2.65,2.381,2.22,2.499,2.342,2.199,2.659,40.497,34.0,45.0,1.884,1.78,2.24
2013-05,2013,05,CENTRO OESTE,DISTRITO FEDERAL,2.989,2.8,2.999,,,,2.275,2.25,2.39,2.419,2.32,2.49,2.634,2.42,2.649,42.538,36.0,48.0,,,
2013-05,2013,05,SUDESTE,ESPIRITO SANTO,2.927,2.45,3.16,,,,2.567,2.16,2.79,2.347,2.169,2.49,2.485,2.39,2.69,37.213,30.0,43.0,1.916,1.77,2.33
2013-05,2013,05,CENTRO OESTE,GOIAS,2.883,2.659,3.29,,,,1.997,1.69,2.299,2.321,2.139,2.53,2.529,2.31,2.65,41.204,36.0,50.0,2.19,2.19,2.19
2013-05,2013,05,NORDESTE,MARANHAO,2.838,2.659,3.25,,,,2.416,2.13,2.79,2.272,2.09,2.61,2.365,2.23,2.73,47.797,37.0,52.0,,,
2013-05,2013,05,CENTRO OESTE,MATO GROSSO,2.971,2.68,3.41,,,,1.924,1.659,2.439,2.577,2.29,2.97,2.727,2.569,3.05,50.828,43.0,59.0,1.922,1.79,2.07
2013-05,2013,05,CENTRO OESTE,MATO GROSSO DO SUL,3.014,2.799,3.26,,,,2.231,1.999,2.628,2.493,2.28,2.669,2.629,2.54,2.83,48.163,40.0,58.0,1.954,1.899,1.969
2013-05,2013,05,SUDESTE,MINAS GERAIS,2.905,2.539,3.19,,,,2.184,1.799,2.499,2.356,2.039,2.635,2.51,2.25,2.779,43.819,33.0,53.0,1.829,1.649,2.099
2013-05,2013,05,NORTE,PARA,2.986,2.719,3.63,,,,2.568,2.09,3.16,2.483,2.15,2.78,2.46,2.28,2.969,42.443,35.0,53.0,,,
2013-05,2013,05,NORDESTE,PARAIBA,2.806,2.549,2.915,,,,2.268,2.0,2.48,2.275,1.98,2.399,2.397,2.24,2.49,35.703,31.0,40.0,1.807,1.75,1.85
2013-05,2013,05,SUL,PARANA,2.827,2.489,3.231,,,,2.006,1.699,2.3,2.264,1.988,2.499,2.375,2.19,2.59,39.642,29.9,50.0,1.739,1.699,1.899
2013-05,2013,05,NORDESTE,PERNAMBUCO,2.842,2.57,3.196,,,,2.296,2.089,2.68,2.278,2.039,2.424,2.344,2.19,2.56,37.313,30.0,45.0,1.754,1.63,1.899
2013-05,2013,05,NORDESTE,PIAUI,2.727,2.61,2.98,,,,2.433,2.3,2.68,2.315,2.2,2.48,2.4,2.299,2.5,41.259,38.0,47.0,,,
2013-05,2013,05,SUDESTE,RIO DE JANEIRO,3.01,2.72,3.929,,,,2.344,1.89,2.93,2.288,1.999,2.699,2.465,2.26,2.798,39.085,28.9,49.0,1.678,1.379,1.999
2013-05,2013,05,NORDESTE,RIO GRANDE DO NORTE,2.893,2.79,2.99,,,,2.428,2.25,2.599,2.256,2.16,2.39,2.45,2.3,2.54,39.31,34.0,45.0,1.913,1.81,2.069
2013-05,2013,05,SUL,RIO GRANDE DO SUL,2.87,2.499,3.43,,,,2.49,2.19,2.89,2.345,2.149,2.61,2.51,2.29,2.81,41.923,31.0,50.0,1.987,1.89,2.339
2013-05,2013,05,NORTE,RONDONIA,3.064,2.92,3.35,,,,2.469,2.29,2.79,2.509,2.35,2.75,2.685,2.54,2.88,45.696,40.0,52.0,,,
2013-05,2013,05,NORTE,RORAIMA,3.016,2.99,3.39,,,,2.722,2.55,2.85,2.637,2.57,2.95,2.693,2.65,2.73,46.55,38.0,49.0,,,
2013-05,2013,05,SUL,SANTA CATARINA,2.82,2.459,3.188,,,,2.473,2.157,2.758,2.335,1.989,2.638,2.476,2.049,2.76,42.652,36.0,50.0,1.989,1.86,2.309
2013-05,2013,05,SUDESTE,SAO PAULO,2.752,2.329,3.399,,,,1.897,1.389,2.699,2.283,1.969,2.799,2.426,2.169,2.899,40.599,28.0,51.0,1.629,1.439,2.599
2013-05,2013,05,NORDESTE,SERGIPE,2.903,2.81,3.06,,,,2.513,2.3,2.68,2.368,2.229,2.519,2.474,2.319,2.599,38.024,34.0,42.0,1.896,1.82,2.409
2013-05,2013,05,NORTE,TOCANTINS,3.051,2.86,3.12,,,,2.307,2.109,2.68,2.288,2.169,2.459,2.417,2.28,2.559,44.661,40.0,50.0,,,
2013-06,2013,06,NORTE,ACRE,3.254,3.14,3.64,,,,2.649,2.51,3.12,2.829,2.649,3.06,2.807,2.73,3.1,47.801,40.0,57.0,,,
2013-06,2013,06,NORDESTE,ALAGOAS,2.877,2.599,3.09,,,,2.457,2.23,2.699,2.299,2.18,2.589,2.429,2.23,2.589,38.56,33.0,40.0,1.967,1.939,2.149
2013-06,2013,06,NORTE,AMAPA,2.868,2.53,3.33,,,,2.437,2.18,2.65,2.338,2.16,2.72,2.829,2.79,3.1,47.373,42.0,62.0,,,
2013-06,2013,06,NORTE,AMAZONAS,2.994,2.75,3.58,,,,2.484,2.29,2.95,2.381,2.19,2.75,2.486,2.38,2.7,42.468,38.0,48.0,1.95,1.95,1.95
2013-06,2013,06,NORDESTE,BAHIA,2.936,2.439,3.349,,,,2.283,1.94,2.699,2.293,2.1,2.649,2.425,2.25,2.8,37.407,27.0,46.0,1.76,1.35,2.219
2013-06,2013,06,NORDESTE,CEARA,2.885,2.579,3.16,,,,2.351,2.199,2.65,2.388,2.22,2.559,2.347,2.199,2.659,40.301,33.0,45.0,1.889,1.85,2.24
2013-06,2013,06,CENTRO OESTE,DISTRITO FEDERAL,2.99,2.96,2.999,,,,2.272,2.25,2.39,2.419,2.35,2.429,2.639,2.6,2.649,42.538,36.0,48.0,,,
2013-06,2013,06,SUDESTE,ESPIRITO SANTO,2.909,2.67,3.16,,,,2.552,2.16,2.79,2.345,2.15,2.49,2.493,2.36,2.69,37.27,30.0,43.0,1.884,1.77,2.43
2013-06,2013,06,CENTRO OESTE,GOIAS,2.865,2.59,3.29,,,,1.91,1.58,2.27,2.321,2.139,2.59,2.533,2.429,2.649,41.138,35.0,50.0,2.19,2.19,2.19
2013-06,2013,06,NORDESTE,MARANHAO,2.823,2.649,3.39,,,,2.389,2.099,2.69,2.285,2.14,2.77,2.358,2.14,2.73,47.72,37.0,52.0,,,
2013-06,2013,06,CENTRO OESTE,MATO GROSSO,3.009,2.69,3.41,,,,1.964,1.69,2.32,2.578,2.35,2.9,2.728,2.599,3.05,50.819,43.0,59.0,1.997,1.97,2.07
2013-06,2013,06,CENTRO OESTE,MATO GROSSO DO SUL,3.005,2.779,3.26,,,,2.169,1.979,2.628,2.488,2.329,2.699,2.632,2.478,2.83,48.584,40.0,56.0,1.958,1.949,1.989
2013-06,2013,06,SUDESTE,MINAS GERAIS,2.903,2.489,3.179,,,,2.105,1.649,2.499,2.356,2.09,2.599,2.51,2.25,2.779,43.93,30.0,53.0,1.874,1.649,2.18
2013-06,2013,06,NORTE,PARA,2.99,2.7,3.58,,,,2.567,2.09,3.16,2.495,2.15,2.78,2.468,2.28,2.969,42.481,35.0,53.0,,,
2013-06,2013,06,NORDESTE,PARAIBA,2.792,2.61,2.98,,,,2.285,2.129,2.5,2.284,2.13,2.69,2.404,2.24,2.49,35.9,31.0,40.6,1.797,1.76,1.85
2013-06,2013,06,SUL,PARANA,2.763,2.459,3.28,,,,1.871,1.629,2.299,2.263,1.988,2.499,2.379,2.19,2.52,39.595,29.9,50.0,1.73,1.599,1.899
2013-06,2013,06,NORDESTE,PERNAMBUCO,2.808,2.49,3.19,,,,2.304,2.139,2.65,2.282,2.12,2.57,2.356,2.19,2.56,38.058,30.0,42.0,1.679,1.63,1.869
2013-06,2013,06,NORDESTE,PIAUI,2.711,2.4,2.98,,,,2.43,2.279,2.68,2.314,2.2,2.4,2.401,2.299,2.5,41.148,38.0,47.0,,,
2013-06,2013,06,SUDESTE,RIO DE JANEIRO,3.005,2.72,3.699,,,,2.303,1.89,2.999,2.289,2.04,2.599,2.455,2.199,2.699,38.977,28.9,46.0,1.681,1.379,1.999
2013-06,2013,06,NORDESTE,RIO GRANDE DO NORTE,2.888,2.79,2.999,,,,2.434,2.25,2.599,2.259,2.17,2.39,2.462,2.3,2.599,39.072,34.99,46.0,1.912,1.86,2.069
2013-06,2013,06,SUL,RIO GRANDE DO SUL,2.851,2.379,3.24,,,,2.455,2.099,2.89,2.349,2.099,2.679,2.499,2.149,2.81,41.916,31.0,50.0,1.985,1.89,2.339
2013-06,2013,06,NORTE,RONDONIA,3.056,2.92,3.35,,,,2.478,2.27,2.79,2.515,2.33,2.75,2.691,2.54,2.88,45.634,40.0,53.0,,,
2013-06,2013,06,NORTE,RORAIMA,3.015,2.9,3.39,,,,2.76,2.59,2.85,2.64,2.57,2.95,2.694,2.69,2.73,46.773,42.0,49.0,,,
2013-06,2013,06,SUL,SANTA CATARINA,2.808,2.47,3.188,,,,2.425,1.99,2.758,2.328,1.949,2.638,2.485,2.199,2.76,42.695,36.0,50.0,1.989,1.849,2.309
2013-06,2013,06,SUDESTE,SAO PAULO,2.726,2.309,3.399,,,,1.787,1.29,2.399,2.281,1.95,2.599,2.428,2.199,2.779,40.565,29.0,51.0,1.696,1.469,2.799
2013-06,2013,06,NORDESTE,SERGIPE,2.897,2.79,3.06,,,,2.514,2.3,2.69,2.374,2.229,2.519,2.474,2.319,2.599,37.994,34.0,42.0,1.897,1.839,2.409
2013-06,2013,06,NORTE,TOCANTINS,3.041,2.86,3.12,,,,2.292,1.999,2.63,2.283,2.18,2.49,2.421,2.3,2.559,44.669,40.0,50.0,,,
2013-07,2013,07,NORTE,ACRE,3.257,3.129,3.64,,,,2.644,2.51,3.12,2.831,2.649,3.06,2.807,2.73,3.1,47.983,42.0,57.0,,,
2013-07,2013,07,NORDESTE,ALAGOAS,2.855,2.59,3.09,,,,2.466,2.23,2.699,2.296,2.179,2.499,2.427,2.23,2.499,38.219,33.0,40.0,1.944,1.74,2.399
2013-07,2013,07,NORTE,AMAPA,2.853,2.53,3.33,,,,2.448,2.18,2.65,2.346,2.16,2.72,2.842,2.8,3.1,48.779,42.0,62.0,,,
2013-07,2013,07,NORTE,AMAZONAS,2.992,2.75,3.58,,,,2.449,2.29,2.95,2.383,2.19,2.75,2.48,2.35,2.77,42.341,36.05,48.0,1.95,1.95,1.95
2013-07,2013,07,NORDESTE,BAHIA,2.911,2.439,3.349,,,,2.275,1.99,2.699,2.29,2.08,2.649,2.426,2.229,2.8,37.557,27.0,45.0,1.774,1.59,2.219
2013-07,2013,07,NORDESTE,CEARA,2.862,2.59,3.15,,,,2.354,2.199,2.65,2.389,2.25,2.499,2.345,2.19,2.659,40.303,34.0,45.0,1.886,1.79,2.24
2013-07,2013,07,CENTRO OESTE,DISTRITO FEDERAL,2.988,2.96,2.999,,,,2.27,2.25,2.299,2.418,2.35,2.429,2.641,2.64,2.649,42.655,36.0,48.0,,,
2013-07,2013,07,SUDESTE,ESPIRITO SANTO,2.862,2.63,3.15,,,,2.484,2.12,2.79,2.348,2.15,2.52,2.488,2.29,2.69,37.269,32.0,43.0,1.887,1.77,2.43
2013-07,2013,07,CENTRO OESTE,GOIAS,2.853,2.629,3.29,,,,1.864,1.679,2.259,2.318,2.139,2.559,2.534,2.42,2.65,41.136,34.0,50.0,2.19,2.19,2.19
2013-07,2013,07,NORDESTE,MARANHAO,2.848,2.599,3.39,,,,2.346,2.09,2.69,2.276,2.14,2.61,2.353,2.16,2.73,47.611,39.0,58.0,,,
2013-07,2013,07,CENTRO OESTE,MATO GROSSO,3.01,2.77,3.41,,,,1.977,1.74,2.32,2.585,2.35,2.9,2.74,2.59,3.05,50.824,43.0,59.0,1.953,1.49,2.07
2013-07,2013,07,CENTRO OESTE,MATO GROSSO DO SUL,2.985,2.779,3.26,,,,2.117,1.959,2.628,2.49,2.329,2.699,2.627,2.54,2.83,48.826,40.0,56.0,1.959,1.949,1.989
2013-07,2013,07,SUDESTE,MINAS GERAIS,2.883,2.489,3.179,,,,2.049,1.649,2.499,2.356,2.04,2.599,2.505,2.25,2.779,43.977,30.0,53.0,1.869,1.649,2.18
2013-07,2013,07,NORTE,PARA,2.999,2.699,3.63,,,,2.56,2.09,3.05,2.491,2.25,2.8,2.478,2.29,2.969,42.631,35.0,53.0,,,
2013-07,2013,07,NORDESTE,PARAIBA,2.789,2.63,2.98,,,,2.296,2.129,2.5,2.278,2.119,2.399,2.404,2.32,2.49,35.772,31.0,40.0,1.816,1.699,1.89
2013-07,2013,07,SUL,PARANA,2.761,2.255,3.28,,,,1.859,1.619,2.29,2.266,2.041,2.559,2.38,2.029,2.599,39.506,29.9,50.0,1.709,1.599,1.899
2013-07,2013,07,NORDESTE,PERNAMBUCO,2.785,2.49,3.189,,,,2.299,2.05,2.65,2.281,2.09,2.429,2.36,2.19,2.56,38.04,30.0,43.0,1.674,1.63,1.869
2013-07,2013,07,NORDESTE,PIAUI,2.705,2.55,2.98,,,,2.424,2.268,2.68,2.311,2.19,2.47,2.405,2.29,2.5,41.383,38.0,47.0,,,
2013-07,2013,07,SUDESTE,RIO DE JANEIRO,2.997,2.659,3.699,,,,2.274,1.89,2.82,2.288,2.04,2.699,2.446,2.189,2.699,38.896,28.9,46.0,1.68,1.379,2.19
2013-07,2013,07,NORDESTE,RIO GRANDE DO NORTE,2.886,2.669,2.999,,,,2.439,2.25,2.599,2.264,2.17,2.48,2.482,2.29,2.59,39.042,34.99,43.0,1.912,1.86,2.06
2013-07,2013,07,SUL,RIO GRANDE DO SUL,2.837,2.499,3.3,,,,2.426,2.099,3.02,2.344,2.149,2.61,2.515,2.24,2.81,41.967,31.0,50.0,1.985,1.819,2.339
2013-07,2013,07,NORTE,RONDONIA,3.062,2.92,3.35,,,,2.475,2.27,2.79,2.516,2.33,2.75,2.693,2.54,2.88,45.583,40.0,52.0,,,
2013-07,2013,07,NORTE,RORAIMA,3.015,2.99,3.39,,,,2.758,2.59,2.85,2.638,2.57,2.95,2.693,2.65,2.7,46.756,42.0,50.0,,,
2013-07,2013,07,SUL,SANTA CATARINA,2.843,2.53,3.188,,,,2.389,1.949,2.799,2.332,1.989,2.638,2.492,2.299,2.76,42.77,37.0,50.0,1.983,1.849,2.309
2013-07,2013,07,SUDESTE,SAO PAULO,2.715,2.309,3.399,,,,1.761,1.29,2.599,2.278,1.969,2.699,2.426,2.19,2.779,40.479,29.0,51.0,1.735,1.399,2.799
2013-07,2013,07,NORDESTE,SERGIPE,2.892,2.779,3.06,,,,2.519,2.3,2.69,2.369,2.229,2.519,2.475,2.319,2.599,37.979,34.0,40.0,1.901,1.839,2.409
2013-07,2013,07,NORTE,TOCANTINS,3.044,2.849,3.18,,,,2.275,1.999,2.89,2.287,2.17,2.459,2.424,2.28,2.559,44.679,40.0,50.0,,,
2013-08,2013,08,NORTE,ACRE,3.258,3.14,3.64,,,,2.648,2.51,3.12,2.831,2.644,3.06,2.828,2.73,3.15,47.956,42.0,57.0,,,
2013-08,2013,08,NORDESTE,ALAGOAS,2.877,2.549,3.09,,,,2.468,2.289,2.699,2.292,2.15,2.42,2.437,2.33,2.499,38.677,33.0,40.0,1.932,1.58,2.399
2013-08,2013,08,NORTE,AMAPA,2.846,2.53,3.33,,,,2.47,2.18,2.65,2.341,2.16,2.72,2.837,2.7,3.1,49.761,44.0,62.0,,,
2013-08,2013,08,NORTE,AMAZONAS,2.993,2.75,3.58,,,,2.435,2.29,2.95,2.38,2.19,2.75,2.486,2.38,2.77,42.46,38.0,48.0,1.925,1.85,1.95
2013-08,2013,08,NORDESTE,BAHIA,2.886,2.48,3.349,,,,2.255,1.88,2.699,2.284,2.05,2.649,2.421,2.24,2.8,37.406,27.0,45.0,1.775,1.59,2.219
2013-08,2013,08,NORDESTE,CEARA,2.836,2.659,3.15,,,,2.347,2.199,2.65,2.389,2.25,2.499,2.347,2.199,2.659,40.536,34.0,45.0,1.89,1.8,2.24
2013-08,2013,08,CENTRO OESTE,DISTRITO FEDERAL,2.988,2.96,2.999,,,,2.27,2.25,2.29,2.418,2.35,2.42,2.641,2.64,2.649,42.815,36.0,48.0,,,
2013-08,2013,08,SUDESTE,ESPIRITO SANTO,2.846,2.56,3.15,,,,2.454,2.14,2.79,2.344,2.15,2.49,2.476,2.35,2.63,37.459,32.0,43.0,1.888,1.77,2.43
2013-08,2013,08,CENTRO OESTE,GOIAS,2.847,2.59,3.29,,,,1.854,1.63,2.259,2.325,2.139,2.64,2.547,2.429,2.71,41.12,34.0,50.0,2.19,2.19,2.19
2013-08,2013,08,NORDESTE,MARANHAO,2.859,2.469,3.39,,,,2.335,2.09,2.69,2.278,2.109,2.5,2.362,2.19,2.73,47.008,39.0,52.0,,,
2013-08,2013,08,CENTRO OESTE,MATO GROSSO,3.013,2.77,3.33,,,,1.977,1.739,2.199,2.588,2.35,2.9,2.741,2.61,2.95,50.768,43.0,58.0,1.977,1.49,2.09
2013-08,2013,08,CENTRO OESTE,MATO GROSSO DO SUL,2.971,2.779,3.299,,,,2.097,1.859,2.599,2.489,2.17,2.659,2.629,2.53,2.83,48.672,40.0,56.0,1.96,1.949,1.989
2013-08,2013,08,SUDESTE,MINAS GERAIS,2.875,2.489,3.409,,,,2.035,1.649,2.499,2.354,2.097,2.599,2.503,2.25,2.699,44.102,30.0,53.0,1.867,1.699,2.18
2013-08,2013,08,NORTE,PARA,2.992,2.7,3.63,,,,2.546,2.09,3.05,2.494,2.15,2.8,2.473,2.239,2.969,42.697,35.0,53.0,,,
2013-08,2013,08,NORDESTE,PARAIBA,2.782,2.63,2.91,,,,2.298,2.15,2.58,2.281,2.119,2.42,2.41,2.242,2.5,36.021,31.0,45.0,1.849,1.81,1.89
