referencia,ano,mes,regiao,gasolina_comum_preco_revenda_avg,gasolina_comum_preco_revenda_min,gasolina_comum_preco_revenda_max,gasolina_aditivada_preco_revenda_avg,gasolina_aditivada_preco_revenda_min,gasolina_aditivada_preco_revenda_max,etanol_hidratado_preco_revenda_avg,etanol_hidratado_preco_revenda_min,etanol_hidratado_preco_revenda_max,oleo_diesel_preco_revenda_avg,oleo_diesel_preco_revenda_min,oleo_diesel_preco_revenda_max,oleo_diesel_s10_preco_revenda_avg,oleo_diesel_s10_preco_revenda_min,oleo_diesel_s10_preco_revenda_max,gas_cozinha_glp_preco_revenda_avg,gas_cozinha_glp_preco_revenda_min,gas_cozinha_glp_preco_revenda_max,gas_natural_veicular_gnv_preco_revenda_avg,gas_natural_veicular_gnv_preco_revenda_min,gas_natural_veicular_gnv_preco_revenda_max
2006-11,2006,11,NORTE,2.621,2.2,3.3,,,,2.0,1.67,2.89,1.984,1.733,2.58,,,,33.785,28.0,46.0,1.399,1.399,1.399
2006-11,2006,11,SUDESTE,2.457,2.13,3.05,,,,1.335,0.99,2.31,1.839,1.649,2.15,,,,32.353,27.0,40.0,1.21,0.999,1.79
2006-11,2006,11,SUL,2.609,2.13,2.99,,,,1.608,1.08,2.498,1.888,1.699,2.159,,,,33.735,27.8,42.0,1.548,1.429,1.87
2006-12,2006,12,CENTRO OESTE,2.667,2.23,3.26,,,,1.675,1.29,2.04,1.983,1.71,2.38,,,,35.294,27.99,45.0,1.569,1.49,1.599
2006-12,2006,12,NORDESTE,2.627,2.17,2.99,,,,1.745,1.39,2.45,1.849,1.699,2.109,,,,32.787,27.0,38.0,1.388,0.95,1.65
2006-12,2006,12,NORTE,2.615,2.12,3.3,,,,1.97,1.67,2.8,1.982,1.739,2.58,,,,33.928,28.0,46.0,1.399,1.399,1.399
2006-12,2006,12,SUDESTE,2.453,2.129,3.05,,,,1.343,0.999,2.31,1.839,1.66,2.35,,,,32.368,27.0,40.0,1.211,1.019,1.75
2006-12,2006,12,SUL,2.594,2.13,2.99,,,,1.598,1.07,2.498,1.885,1.67,2.125,,,,33.817,28.0,42.0,1.547,1.446,1.84
2007-01,2007,01,CENTRO OESTE,2.583,2.169,3.26,,,,1.697,1.34,2.2,1.982,1.71,2.38,,,,35.399,29.5,45.0,1.57,1.49,1.598
2007-01,2007,01,NORDESTE,2.635,2.18,2.99,,,,1.736,1.39,2.45,1.849,1.699,2.109,,,,32.843,27.0,38.0,1.394,1.159,1.65
2007-01,2007,01,NORTE,2.598,2.12,3.3,,,,1.982,1.67,2.8,1.984,1.739,2.58,,,,34.016,29.0,46.0,1.399,1.399,1.399
2007-01,2007,01,SUDESTE,2.461,2.129,3.079,,,,1.474,1.09,2.31,1.84,1.659,2.15,,,,32.384,27.0,40.0,1.213,0.999,1.75
2007-01,2007,01,SUL,2.567,2.08,2.999,,,,1.639,1.159,2.349,1.885,1.65,2.7,,,,33.774,27.5,40.0,1.549,1.446,1.87
2007-02,2007,02,CENTRO OESTE,2.615,2.169,3.25,,,,1.705,1.32,2.2,1.98,1.7,2.38,,,,35.368,29.9,45.0,1.569,1.49,1.599
2007-02,2007,02,NORDESTE,2.631,2.19,2.99,,,,1.738,1.29,2.45,1.848,1.67,2.109,,,,32.87,26.0,39.0,1.39,0.79,1.65
2007-02,2007,02,NORTE,2.621,2.29,3.3,,,,2.0,1.67,2.8,1.985,1.75,2.58,,,,34.184,29.0,46.0,1.399,1.399,1.399
2007-02,2007,02,SUDESTE,2.454,1.96,3.079,,,,1.472,1.14,2.26,1.839,1.65,2.17,,,,32.409,26.0,40.0,1.214,0.899,1.789
2007-02,2007,02,SUL,2.531,2.049,2.999,,,,1.648,1.129,2.349,1.884,1.698,2.299,,,,33.726,27.8,40.0,1.548,1.446,1.87
2007-03,2007,03,CENTRO OESTE,2.602,2.17,3.24,,,,1.681,1.379,2.2,1.981,1.63,2.38,,,,35.349,29.9,43.0,1.57,1.49,1.599
2007-03,2007,03,NORDESTE,2.645,2.19,2.995,,,,1.74,1.38,2.45,1.849,1.69,2.1,,,,32.949,26.0,39.0,1.394,1.308,1.89
2007-03,2007,03,NORTE,2.614,2.279,3.3,,,,1.997,1.67,2.8,1.987,1.75,2.58,,,,34.302,29.0,46.0,1.399,1.399,1.399
2007-03,2007,03,SUDESTE,2.459,2.088,3.079,,,,1.47,1.099,2.26,1.84,1.649,2.15,,,,32.388,26.0,40.0,1.21,0.799,1.79
2007-03,2007,03,SUL,2.525,2.129,2.999,,,,1.635,1.137,2.349,1.884,1.675,2.299,,,,33.76,28.0,40.0,1.548,1.446,1.87
2007-04,2007,04,CENTRO OESTE,2.592,2.17,3.23,,,,1.778,1.39,2.3,1.983,1.71,2.38,,,,35.363,29.9,43.0,1.568,1.49,1.599
2007-04,2007,04,NORDESTE,2.659,2.15,2.99,,,,1.759,1.42,2.45,1.849,1.69,2.109,,,,32.87,26.0,39.0,1.382,0.79,1.65
2007-04,2007,04,NORTE,2.613,2.269,3.31,,,,2.012,1.49,2.78,1.983,1.739,2.58,,,,34.427,29.0,46.0,1.399,1.399,1.399
2007-04,2007,04,SUDESTE,2.48,2.119,3.119,,,,1.557,1.159,2.29,1.842,1.62,2.199,,,,32.37,26.0,40.0,1.212,0.959,1.798
2007-04,2007,04,SUL,2.536,2.149,2.999,,,,1.764,1.279,2.589,1.882,1.675,2.229,,,,33.72,27.9,40.2,1.548,1.446,1.87
2007-05,2007,05,CENTRO OESTE,2.678,2.24,3.23,,,,1.772,1.23,2.25,1.979,1.71,2.38,,,,35.442,29.9,43.0,1.582,1.49,1.599
2007-05,2007,05,NORDESTE,2.642,2.19,2.99,,,,1.787,1.459,2.45,1.848,1.699,2.109,,,,32.803,26.0,39.0,1.507,1.309,1.9
2007-05,2007,05,NORTE,2.638,2.279,3.3,,,,2.03,1.75,2.78,1.982,1.75,2.58,,,,34.404,29.0,46.0,1.399,1.399,1.4
2007-05,2007,05,SUDESTE,2.491,2.14,3.119,,,,1.56,1.09,2.289,1.84,1.649,2.15,,,,32.334,26.0,40.0,1.272,0.989,1.89
2007-05,2007,05,SUL,2.506,2.07,2.999,,,,1.721,1.19,2.39,1.881,1.696,2.125,,,,33.679,26.9,40.2,1.549,1.44,1.87
2007-06,2007,06,CENTRO OESTE,2.683,2.199,3.23,,,,1.574,1.03,2.2,1.972,1.71,2.38,,,,35.459,29.9,44.0,1.599,1.49,1.599
2007-06,2007,06,NORDESTE,2.607,2.18,2.999,,,,1.768,1.4,2.45,1.845,1.699,2.109,,,,32.722,26.0,39.0,1.522,1.05,1.9
2007-06,2007,06,NORTE,2.616,2.17,3.3,,,,1.97,1.539,2.78,1.979,1.722,2.58,,,,34.46,29.0,47.0,1.399,1.399,1.399
2007-06,2007,06,SUDESTE,2.472,2.13,3.119,,,,1.395,0.85,2.26,1.839,1.649,2.199,,,,32.321,26.0,40.0,1.283,1.06,1.89
2007-06,2007,06,SUL,2.521,2.079,2.999,,,,1.527,0.959,2.39,1.88,1.69,2.219,,,,33.577,26.9,40.0,1.548,1.446,1.87
2007-07,2007,07,CENTRO OESTE,2.654,2.25,3.23,,,,1.429,1.03,2.04,1.975,1.71,2.38,,,,35.481,29.0,44.0,1.599,1.49,1.599
2007-07,2007,07,NORDESTE,2.589,2.14,2.99,,,,1.733,1.35,2.45,1.843,1.68,2.1,,,,32.668,26.0,39.0,1.536,0.98,1.9
2007-07,2007,07,NORTE,2.591,2.14,3.3,,,,1.843,1.45,2.78,1.979,1.721,2.58,,,,34.466,28.0,49.0,1.399,1.399,1.399
2007-07,2007,07,SUDESTE,2.451,2.09,3.119,,,,1.273,0.85,2.26,1.837,1.659,2.199,,,,32.278,26.0,40.0,1.278,0.999,1.89
2007-07,2007,07,SUL,2.51,2.109,2.99,,,,1.441,0.859,2.349,1.878,1.69,2.125,,,,33.617,26.9,40.0,1.548,1.446,1.87
2007-08,2007,08,CENTRO OESTE,2.552,2.099,3.2,,,,1.386,0.99,1.9,1.976,1.71,2.38,,,,35.403,28.0,44.0,1.591,1.49,1.599
2007-08,2007,08,NORDESTE,2.604,2.119,2.99,,,,1.707,1.269,2.45,1.843,1.69,2.109,,,,32.552,23.0,39.0,1.543,0.95,1.9
2007-08,2007,08,NORTE,2.566,2.07,3.3,,,,1.785,1.37,2.8,1.979,1.729,2.58,,,,34.487,28.0,48.0,1.399,1.399,1.399
2007-08,2007,08,SUDESTE,2.432,2.099,3.119,,,,1.217,0.85,2.14,1.84,1.64,2.199,,,,32.194,25.0,40.0,1.285,0.999,1.89
2007-08,2007,08,SUL,2.504,2.188,2.95,,,,1.422,0.869,2.28,1.879,1.64,2.125,,,,33.668,26.0,40.0,1.548,1.449,1.87
2007-09,2007,09,CENTRO OESTE,2.544,2.09,3.18,,,,1.381,0.98,1.9,1.972,1.71,2.32,,,,35.224,28.0,44.0,1.595,1.49,1.599
2007-09,2007,09,NORDESTE,2.588,2.09,2.99,,,,1.684,1.199,2.45,1.841,1.696,2.109,,,,32.593,25.0,39.0,1.53,0.959,1.9
2007-09,2007,09,NORTE,2.568,2.07,3.3,,,,1.754,1.34,2.8,1.977,1.739,2.58,,,,34.336,29.0,48.0,1.399,1.399,1.399
2007-09,2007,09,SUDESTE,2.417,2.0,3.119,,,,1.187,0.829,2.14,1.838,1.656,2.15,,,,32.118,25.0,40.0,1.288,0.999,1.89
2007-09,2007,09,SUL,2.477,2.13,2.9,,,,1.4,0.87,2.04,1.877,1.679,2.125,,,,33.667,26.9,40.0,1.548,1.446,1.879
2007-10,2007,10,CENTRO OESTE,2.601,2.239,3.18,,,,1.429,0.98,1.9,1.974,1.71,2.33,,,,35.282,28.5,44.0,1.596,1.49,1.599
2007-10,2007,10,NORDESTE,2.577,2.15,2.998,,,,1.651,1.15,2.45,1.842,1.69,2.109,,,,32.65,25.0,39.0,1.573,1.359,1.9
2007-10,2007,10,NORTE,2.555,2.07,3.3,,,,1.734,1.28,2.89,1.974,1.739,2.5,,,,34.396,29.0,48.0,1.399,1.399,1.399
2007-10,2007,10,SUDESTE,2.416,2.099,3.119,,,,1.17,0.84,2.14,1.836,1.629,2.24,,,,32.086,25.0,40.0,1.3,0.999,1.89
2007-10,2007,10,SUL,2.482,2.12,2.899,,,,1.393,0.85,2.06,1.877,1.679,2.159,,,,33.538,26.9,40.0,1.549,1.446,1.879
2007-11,2007,11,CENTRO OESTE,2.625,2.239,3.05,,,,1.557,1.1,1.98,1.993,1.71,2.33,,,,35.187,27.0,44.0,1.596,1.49,1.599
2007-11,2007,11,NORDESTE,2.557,2.14,2.99,,,,1.633,1.25,2.45,1.844,1.69,2.109,,,,32.605,25.0,39.0,1.58,1.299,1.9
2007-11,2007,11,NORTE,2.577,2.15,3.33,,,,1.757,1.28,2.8,1.976,1.739,2.58,,,,34.402,29.0,47.0,1.399,1.399,1.399
2007-11,2007,11,SUDESTE,2.429,2.099,3.119,,,,1.274,0.87,2.14,1.838,1.67,2.26,,,,32.055,25.0,40.0,1.3,0.999,1.89
2007-11,2007,11,SUL,2.505,2.169,2.9,,,,1.469,1.04,2.13,1.877,1.679,2.1,,,,33.465,26.9,41.6,1.548,1.449,1.87
2007-12,2007,12,CENTRO OESTE,2.66,2.35,3.052,,,,1.732,1.22,1.963,2.001,1.71,2.38,,,,35.116,28.9,44.0,1.599,1.59,1.599
2007-12,2007,12,NORDESTE,2.601,2.15,2.99,,,,1.682,1.3,2.45,1.844,1.658,2.109,,,,32.45,25.0,39.0,1.578,1.45,1.9
2007-12,2007,12,NORTE,2.608,2.29,3.3,,,,1.863,1.31,2.78,1.981,1.75,2.58,,,,34.425,29.0,49.0,1.399,1.399,1.399
2007-12,2007,12,SUDESTE,2.444,2.099,3.119,,,,1.375,1.059,2.14,1.842,1.679,2.099,,,,32.081,25.0,40.0,1.308,0.949,1.89
2007-12,2007,12,SUL,2.522,2.18,2.9,,,,1.591,1.15,2.138,1.881,1.699,2.1,,,,33.474,25.6,41.6,1.546,1.446,1.879
2008-01,2008,01,CENTRO OESTE,2.643,2.34,3.056,,,,1.728,1.29,1.98,2.004,1.71,2.36,,,,35.188,27.9,44.0,1.596,1.565,1.599
2008-01,2008,01,NORDESTE,2.602,2.149,2.99,,,,1.697,1.359,2.45,1.853,1.667,2.109,,,,32.424,25.0,39.0,1.619,1.27,1.949
2008-01,2008,01,NORTE,2.626,2.25,3.3,,,,1.897,1.499,2.78,1.995,1.749,2.58,,,,34.398,29.0,47.0,1.399,1.399,1.399
2008-01,2008,01,SUDESTE,2.443,2.09,3.119,,,,1.37,0.989,2.14,1.856,1.679,2.299,,,,32.088,25.0,40.0,1.372,0.949,1.99
2008-01,2008,01,SUL,2.506,2.139,2.9,,,,1.587,1.18,2.138,1.891,1.699,2.138,,,,33.576,25.0,42.0,1.585,1.44,1.989
2008-02,2008,02,CENTRO OESTE,2.647,2.24,3.05,,,,1.696,1.38,1.98,2.007,1.73,2.38,,,,35.03,28.0,44.0,1.598,1.52,1.599
2008-02,2008,02,NORDESTE,2.585,2.15,2.99,,,,1.682,1.27,2.45,1.855,1.71,2.109,,,,32.549,25.0,39.0,1.627,1.12,1.949
2008-02,2008,02,NORTE,2.629,2.19,3.3,,,,1.903,1.6,2.78,2.002,1.76,2.58,,,,34.394,29.0,47.0,1.399,1.399,1.399
2008-02,2008,02,SUDESTE,2.437,2.079,3.119,,,,1.333,0.949,2.14,1.859,1.69,2.32,,,,32.057,25.0,40.0,1.387,0.999,1.99
2008-02,2008,02,SUL,2.444,2.019,2.88,,,,1.496,1.03,2.138,1.893,1.699,2.138,,,,33.514,25.0,42.5,1.653,1.447,1.87
2008-03,2008,03,CENTRO OESTE,2.572,2.15,3.05,,,,1.653,1.259,1.9,2.009,1.73,2.38,,,,35.077,28.0,44.0,1.599,1.52,1.65
2008-03,2008,03,NORDESTE,2.57,2.229,2.99,,,,1.663,1.239,2.45,1.855,1.677,2.109,,,,32.495,25.0,39.0,1.651,1.42,1.95
2008-03,2008,03,NORTE,2.648,2.32,3.35,,,,1.906,1.499,2.78,2.007,1.68,2.58,,,,34.475,29.0,49.0,1.399,1.399,1.399
2008-03,2008,03,SUDESTE,2.441,2.09,3.149,,,,1.356,0.979,2.14,1.861,1.69,2.32,,,,32.045,25.0,40.0,1.381,0.999,1.96
2008-03,2008,03,SUL,2.501,2.059,2.85,,,,1.544,1.077,2.02,1.895,1.697,2.209,,,,33.466,25.0,42.5,1.653,1.449,1.87
2008-04,2008,04,CENTRO OESTE,2.571,2.2,3.05,,,,1.659,1.21,1.95,2.009,1.73,2.38,,,,35.016,27.9,43.0,1.597,1.52,1.65
2008-04,2008,04,NORDESTE,2.584,2.219,2.99,,,,1.685,1.289,2.45,1.856,1.69,2.1,,,,32.474,25.0,39.0,1.66,1.56,2.049
2008-04,2008,04,NORTE,2.637,2.32,3.35,,,,1.902,1.489,2.78,2.009,1.744,2.58,,,,34.533,29.0,47.0,1.399,1.399,1.399
2008-04,2008,04,SUDESTE,2.44,2.09,3.149,,,,1.353,1.01,2.14,1.862,1.698,2.199,,,,32.019,25.0,40.0,1.378,0.999,1.99
2008-04,2008,04,SUL,2.497,2.059,2.88,,,,1.535,1.08,1.999,1.896,1.69,2.199,,,,33.467,26.9,42.0,1.65,1.299,1.87
2008-05,2008,05,CENTRO OESTE,2.56,2.18,3.08,,,,1.669,1.21,1.979,2.161,1.82,2.56,,,,35.037,29.0,43.0,1.596,1.52,1.599
2008-05,2008,05,NORDESTE,2.59,1.95,2.99,,,,1.711,1.239,2.45,2.029,1.79,2.3,,,,33.254,26.0,39.0,1.69,1.259,2.049
2008-05,2008,05,NORTE,2.634,2.32,3.35,,,,1.901,1.489,2.8,2.151,1.79,2.75,,,,34.788,29.0,47.0,1.399,1.399,1.399
2008-05,2008,05,SUDESTE,2.444,2.09,3.19,,,,1.359,0.979,2.19,2.023,1.74,2.49,,,,32.045,25.0,40.0,1.391,1.049,1.99
2008-05,2008,05,SUL,2.492,2.08,2.89,,,,1.519,1.07,2.199,2.069,1.78,2.36,,,,33.652,26.9,44.0,1.651,1.29,1.96
2008-06,2008,06,CENTRO OESTE,2.547,2.22,3.2,,,,1.633,1.05,1.92,2.159,1.859,2.56,,,,34.996,28.9,43.0,1.649,1.52,1.749
2008-06,2008,06,NORDESTE,2.594,2.199,2.99,,,,1.739,1.43,2.45,2.039,1.729,2.3,,,,33.671,27.0,40.0,1.706,1.549,2.049
2008-06,2008,06,NORTE,2.62,2.18,3.3,,,,1.891,1.489,2.78,2.164,1.91,2.75,,,,35.16,30.0,47.0,1.399,1.399,2.1
2008-06,2008,06,SUDESTE,2.439,2.09,3.139,,,,1.329,0.889,2.14,2.034,1.8,2.499,,,,32.389,25.0,40.0,1.506,1.059,2.15
2008-06,2008,06,SUL,2.493,2.069,2.897,,,,1.488,0.98,2.229,2.075,1.89,2.69,,,,33.996,27.4,48.0,1.654,1.449,1.87
2008-07,2008,07,CENTRO OESTE,2.549,2.21,3.2,,,,1.623,1.02,1.939,2.193,1.88,2.698,,,,35.051,29.0,43.0,1.749,1.52,1.799
2008-07,2008,07,NORDESTE,2.611,2.199,2.99,,,,1.836,1.49,2.5,2.081,1.89,2.44,,,,33.742,27.0,40.0,1.709,1.269,2.049
2008-07,2008,07,NORTE,2.628,2.17,3.3,,,,1.899,1.489,2.78,2.212,1.929,2.75,,,,35.293,30.0,48.0,1.399,1.399,1.399
2008-07,2008,07,SUDESTE,2.437,2.049,3.149,,,,1.328,0.96,2.14,2.072,1.849,2.629,,,,32.629,25.0,40.0,1.561,1.219,2.15
2008-07,2008,07,SUL,2.511,2.069,2.89,,,,1.512,1.05,2.145,2.113,1.89,2.409,,,,34.063,27.4,44.0,1.677,1.449,2.14
2008-08,2008,08,CENTRO OESTE,2.556,2.21,3.09,,,,1.63,0.98,1.949,2.203,1.92,2.6,,,,35.009,28.0,44.0,1.749,1.52,1.799
2008-08,2008,08,NORDESTE,2.626,2.23,2.99,,,,1.884,1.49,2.45,2.097,1.93,2.6,,,,33.923,26.0,40.0,1.757,1.359,2.249
2008-08,2008,08,NORTE,2.641,2.29,3.3,,,,1.907,1.49,2.78,2.226,1.959,2.758,,,,35.285,30.0,47.0,1.399,1.399,1.399
2008-08,2008,08,SUDESTE,2.443,2.099,3.16,,,,1.335,0.929,2.14,2.084,1.85,2.639,,,,32.704,25.0,40.0,1.597,1.295,2.19
2008-08,2008,08,SUL,2.504,2.069,2.89,,,,1.495,1.06,2.145,2.126,1.899,2.44,,,,34.131,27.4,44.0,1.72,1.6,1.919
2008-09,2008,09,CENTRO OESTE,2.543,2.17,3.09,,,,1.619,1.07,1.99,2.203,1.919,2.6,,,,35.003,28.0,43.0,1.748,1.52,1.799
2008-09,2008,09,NORDESTE,2.619,2.188,2.99,,,,1.876,1.36,2.45,2.097,1.88,2.37,,,,33.9,27.0,40.0,1.784,1.63,2.249
2008-09,2008,09,NORTE,2.667,2.33,3.33,,,,1.904,1.496,2.78,2.233,1.959,2.79,,,,35.217,26.0,47.0,1.399,1.399,1.399
2008-09,2008,09,SUDESTE,2.447,2.099,3.189,,,,1.359,0.99,2.14,2.087,1.85,2.669,,,,32.716,25.0,40.0,1.608,1.359,2.19
2008-09,2008,09,SUL,2.531,2.17,2.899,,,,1.53,1.1,2.145,2.129,1.899,2.4,,,,34.145,27.9,44.0,1.729,1.65,1.99
2008-10,2008,10,CENTRO OESTE,2.56,2.139,3.2,,,,1.646,1.23,1.98,2.212,1.919,2.64,,,,35.012,29.9,43.0,1.749,1.52,1.799
2008-10,2008,10,NORDESTE,2.6,2.149,2.99,,,,1.833,1.359,2.74,2.096,1.86,2.37,,,,33.9,27.0,40.0,1.817,1.599,2.249
2008-10,2008,10,NORTE,2.664,2.32,3.33,,,,1.896,1.489,2.85,2.236,1.959,2.79,,,,34.721,25.5,47.0,1.399,1.399,1.399
2008-10,2008,10,SUDESTE,2.453,1.39,3.189,,,,1.387,1.0,2.14,2.088,1.89,2.679,,,,32.686,24.0,40.0,1.606,1.29,2.19
2008-10,2008,10,SUL,2.53,2.239,2.879,,,,1.552,1.13,2.138,2.128,1.839,2.49,,,,34.105,26.0,44.0,1.737,1.599,2.179
2008-11,2008,11,CENTRO OESTE,2.611,2.27,3.2,,,,1.683,1.04,1.959,2.215,1.919,2.6,,,,34.953,29.0,44.0,1.749,1.749,1.799
2008-11,2008,11,NORDESTE,2.583,2.29,2.99,,,,1.779,1.36,2.45,2.095,1.92,2.37,,,,33.909,27.0,40.0,1.812,1.599,2.249
2008-11,2008,11,NORTE,2.669,2.3,3.33,,,,1.89,1.499,2.85,2.242,1.95,2.79,,,,34.715,25.5,49.0,1.399,1.399,2.2
2008-11,2008,11,SUDESTE,2.454,2.157,3.19,,,,1.394,1.06,2.14,2.09,1.869,2.679,,,,32.601,24.9,40.0,1.625,1.259,2.3
2008-11,2008,11,SUL,2.536,2.25,2.86,,,,1.565,1.19,2.059,2.129,1.909,2.398,,,,34.092,27.0,44.5,1.738,1.589,2.05
2008-12,2008,12,CENTRO OESTE,2.656,2.27,3.2,,,,1.692,1.05,2.024,2.217,1.789,2.6,,,,34.817,28.0,42.0,1.749,1.749,1.89
2008-12,2008,12,NORDESTE,2.59,2.32,2.99,,,,1.75,1.35,2.45,2.096,1.929,2.37,,,,33.766,26.0,40.0,1.846,1.539,2.249
2008-12,2008,12,NORTE,2.699,2.26,3.33,,,,1.901,1.499,2.85,2.244,1.95,2.79,,,,34.672,25.5,49.0,1.399,1.399,2.11
2008-12,2008,12,SUDESTE,2.455,2.17,3.19,,,,1.393,1.05,2.14,2.09,1.86,2.679,,,,32.58,24.0,40.0,1.677,1.349,2.55
2008-12,2008,12,SUL,2.527,2.199,2.85,,,,1.567,1.19,2.1,2.129,1.94,2.44,,,,34.171,26.0,44.0,1.735,1.369,1.979
2009-01,2009,01,CENTRO OESTE,2.664,2.27,3.06,,,,1.712,1.25,1.959,2.215,1.92,2.6,,,,34.777,28.5,43.0,1.749,1.749,1.89
2009-01,2009,01,NORDESTE,2.573,2.169,2.999,,,,1.721,1.33,2.45,2.096,1.919,2.37,,,,33.795,27.0,40.0,1.841,1.49,2.249
2009-01,2009,01,NORTE,2.705,2.33,3.33,,,,1.903,1.499,2.85,2.244,1.95,2.79,,,,34.647,25.5,49.0,1.399,1.399,2.4
2009-01,2009,01,SUDESTE,2.453,2.149,3.209,,,,1.392,1.05,2.14,2.09,1.89,2.399,,,,32.585,24.0,40.0,1.747,1.359,2.55
2009-01,2009,01,SUL,2.527,2.25,2.89,,,,1.575,1.19,2.1,2.128,1.94,2.44,,,,34.25,27.0,43.0,1.759,1.589,2.07
2009-02,2009,02,CENTRO OESTE,2.651,2.23,3.06,,,,1.718,1.35,1.959,2.214,1.92,2.6,,,,34.751,28.99,43.0,1.749,1.749,1.899
2009-02,2009,02,NORDESTE,2.603,2.099,2.99,,,,1.752,1.339,2.45,2.096,1.939,2.639,,,,33.868,24.99,43.0,1.801,1.35,2.249
2009-02,2009,02,NORTE,2.698,2.37,3.34,,,,1.913,1.584,2.85,2.245,1.95,2.98,,,,34.648,25.5,50.0,1.663,1.399,2.19
2009-02,2009,02,SUDESTE,2.453,2.149,3.209,,,,1.418,1.129,2.14,2.091,1.899,2.399,,,,32.574,24.9,40.0,1.706,1.459,2.55
2009-02,2009,02,SUL,2.522,2.189,2.85,,,,1.588,1.23,2.12,2.13,1.94,2.44,,,,34.162,26.0,43.0,1.776,1.589,2.07
2009-03,2009,03,CENTRO OESTE,2.651,2.27,3.06,,,,1.716,1.35,1.977,2.213,1.899,2.6,,,,35.551,28.5,46.0,1.749,1.748,1.89
2009-03,2009,03,NORDESTE,2.604,1.99,2.99,,,,1.755,1.43,2.75,2.096,1.949,2.6,,,,33.871,24.0,43.0,1.792,1.49,2.255
2009-03,2009,03,NORTE,2.703,2.31,3.34,,,,1.918,1.58,2.85,2.239,1.95,2.79,,,,34.735,25.5,49.0,1.399,1.399,1.399
2009-03,2009,03,SUDESTE,2.45,2.167,3.209,,,,1.392,0.949,2.139,2.091,1.919,2.399,,,,33.021,24.99,44.0,1.689,1.339,2.59
2009-03,2009,03,SUL,2.507,2.129,2.85,,,,1.564,1.17,2.12,2.128,1.939,2.399,,,,34.437,26.0,43.0,1.773,1.589,2.07
2009-04,2009,04,CENTRO OESTE,2.648,2.27,3.06,,,,1.698,1.29,1.959,2.21,1.849,2.6,,,,37.905,30.0,46.0,1.749,1.749,1.89
2009-04,2009,04,NORDESTE,2.544,2.109,2.99,,,,1.707,1.299,2.45,2.094,1.93,2.79,,,,33.968,26.0,43.0,1.781,1.48,2.255
2009-04,2009,04,NORTE,2.699,2.31,3.33,,,,1.901,1.48,2.85,2.23,1.95,2.79,,,,35.45,26.0,50.0,1.399,1.399,1.399
2009-04,2009,04,SUDESTE,2.438,2.09,3.229,,,,1.333,0.879,2.599,2.09,1.898,2.399,,,,33.617,26.99,44.0,1.661,1.249,2.59
2009-04,2009,04,SUL,2.517,2.169,2.85,,,,1.516,0.999,2.069,2.125,1.9,2.398,,,,35.463,28.0,46.0,1.738,1.589,2.07
2009-05,2009,05,CENTRO OESTE,2.634,2.269,3.05,,,,1.655,1.13,1.959,2.211,1.919,2.62,,,,38.244,32.0,45.0,1.749,1.749,1.89
2009-05,2009,05,NORDESTE,2.527,2.097,2.99,,,,1.681,1.249,2.45,2.092,1.909,2.39,,,,34.196,28.9,43.0,1.736,1.269,2.255
2009-05,2009,05,NORTE,2.673,2.24,3.33,,,,1.885,1.48,2.85,2.229,1.939,2.79,,,,35.724,26.0,50.0,1.399,1.399,1.399
2009-05,2009,05,SUDESTE,2.432,2.059,3.229,,,,1.299,0.85,2.139,2.09,1.919,2.399,,,,34.024,26.99,45.0,1.635,1.299,2.55
2009-05,2009,05,SUL,2.49,2.17,2.85,,,,1.463,0.99,2.05,2.124,1.9,2.398,,,,35.743,29.0,44.0,1.723,1.579,1.959
2009-06,2009,06,CENTRO OESTE,2.639,2.27,3.05,,,,1.584,1.05,1.959,2.166,1.79,2.62,,,,38.643,32.0,48.0,1.749,1.59,1.89
2009-06,2009,06,NORDESTE,2.573,2.119,2.99,,,,1.7,1.289,2.55,2.05,1.799,2.37,,,,34.583,28.0,43.0,1.685,1.18,2.249
2009-06,2009,06,NORTE,2.687,2.29,3.33,,,,1.869,1.48,2.85,2.196,1.879,2.79,,,,35.904,26.0,50.0,1.399,1.399,1.399
2009-06,2009,06,SUDESTE,2.421,2.099,3.229,,,,1.241,0.829,2.1,2.048,1.78,2.399,,,,34.863,27.0,46.0,1.576,1.259,2.398
2009-06,2009,06,SUL,2.487,2.139,2.85,,,,1.441,0.95,2.05,2.068,1.79,2.398,,,,36.089,29.0,45.0,1.722,1.589,2.05
2009-07,2009,07,CENTRO OESTE,2.634,2.19,3.05,,,,1.579,1.01,1.96,2.105,1.78,2.49,,,,39.315,33.0,46.0,1.749,1.69,1.89
2009-07,2009,07,NORDESTE,2.597,2.23,2.99,,,,1.715,1.33,2.45,1.99,1.79,2.3,,,,35.02,29.0,43.0,1.704,1.59,2.169
2009-07,2009,07,NORTE,2.663,2.15,3.33,,,,1.85,1.42,2.85,2.148,1.82,2.75,,,,36.033,26.0,49.0,1.54,1.54,1.54
2009-07,2009,07,SUDESTE,2.419,2.099,3.229,,,,1.28,0.869,1.999,1.986,1.78,2.399,,,,35.377,27.0,46.0,1.538,1.259,2.39
2009-07,2009,07,SUL,2.504,2.088,2.85,,,,1.481,1.139,2.135,1.998,1.769,2.29,,,,36.286,29.0,44.0,1.624,1.486,1.899
2009-08,2009,08,CENTRO OESTE,2.638,2.24,3.05,,,,1.588,1.09,1.96,2.099,1.79,2.49,,,,39.618,34.0,46.0,1.749,1.63,1.89
